,FeatureNames,Saliency
697,Nuclei.Nuclei_Correlation_RWC_DNA_RNA,0.00025459312
660,Cytoplasm.Cytoplasm_Granularity_14_ER,0.00025275184
1085,Cells.Cells_Intensity_MedianIntensity_ER,0.00025259127
95,Cells.Cells_Correlation_Overlap_DNA_Mito,0.0002524095
102,Nuclei.Nuclei_Intensity_IntegratedIntensity_Brightfield,0.00025214188
1255,Cytoplasm.Cytoplasm_AreaShape_Zernike_5_5,0.00025154243
925,Cells.Cells_AreaShape_Zernike_4_4,0.00025019422
136,Nuclei.Nuclei_Correlation_Manders_ER_RNA,0.00024978153
250,Nuclei.Nuclei_AreaShape_Zernike_0_0,0.00024905783
353,Cytoplasm.Cytoplasm_Correlation_RWC_ER_AGP,0.00024886
1254,Cytoplasm.Cytoplasm_RadialDistribution_RadialCV_AGP_1of4,0.00024733218
389,Cells.Cells_Intensity_StdIntensityEdge_DNA,0.00024666995
440,Cells.Cells_Granularity_7_AGP,0.000244462
952,Cells.Cells_AreaShape_Zernike_5_5,0.00024436836
889,Cytoplasm.Cytoplasm_Granularity_10_Brightfield,0.00024392287
427,Nuclei.Nuclei_Granularity_13_Mito,0.00024320501
351,Cytoplasm.Cytoplasm_Granularity_2_Brightfield,0.00024073917
1115,Cells.Cells_RadialDistribution_MeanFrac_RNA_2of4,0.00024038748
278,Nuclei.Nuclei_RadialDistribution_MeanFrac_DNA_4of4,0.00023973205
846,Cytoplasm.Cytoplasm_Granularity_12_Mito,0.00023932272
956,Nuclei.Nuclei_RadialDistribution_MeanFrac_DNA_1of4,0.0002390593
830,Cells.Cells_Granularity_15_ER,0.00023873596
1186,Cells.Cells_RadialDistribution_RadialCV_DNA_3of4,0.00023839175
628,Cytoplasm.Cytoplasm_RadialDistribution_MeanFrac_RNA_2of4,0.00023826421
521,Nuclei.Nuclei_RadialDistribution_MeanFrac_Mito_2of4,0.00023817328
1221,Nuclei.Nuclei_RadialDistribution_FracAtD_Mito_2of4,0.00023709644
154,Cytoplasm.Cytoplasm_Correlation_Manders_DNA_ER,0.00023705687
128,Nuclei.Nuclei_RadialDistribution_MeanFrac_ER_4of4,0.00023691171
269,Cells.Cells_Correlation_K_ER_RNA,0.00023605394
717,Cytoplasm.Cytoplasm_Granularity_8_Brightfield,0.00023593221
1152,Cytoplasm.Cytoplasm_Granularity_15_ER,0.00023583541
1180,Cytoplasm.Cytoplasm_Correlation_RWC_RNA_Mito,0.00023564197
491,Cells.Cells_Granularity_12_Brightfield,0.00023551646
54,Nuclei.Nuclei_Granularity_13_RNA,0.00023533615
1011,Cytoplasm.Cytoplasm_Granularity_11_Mito,0.0002347199
891,Cells.Cells_Granularity_14_Mito,0.0002346182
824,Cells.Cells_RadialDistribution_FracAtD_ER_2of4,0.00023372551
632,Cells.Cells_Correlation_Manders_Mito_Brightfield,0.00023331877
1119,Nuclei.Nuclei_RadialDistribution_FracAtD_Brightfield_3of4,0.00023311366
808,Nuclei.Nuclei_Correlation_RWC_Brightfield_DNA,0.0002329424
1251,Cells.Cells_AreaShape_Zernike_6_6,0.00023270515
334,Cytoplasm.Cytoplasm_Correlation_Manders_AGP_RNA,0.00023259348
825,Cytoplasm.Cytoplasm_Intensity_IntegratedIntensityEdge_Brightfield,0.00023254503
501,Cells.Cells_Correlation_K_Brightfield_AGP,0.00023227166
849,Nuclei.Nuclei_AreaShape_MaximumRadius,0.0002319975
1107,Cells.Cells_Correlation_K_RNA_DNA,0.00023172086
