,FeatureNames,Saliency
688,Nuclei.Nuclei_Correlation_K_AGP_Mito,0.0004404343
722,Cells.Cells_Granularity_6_ER,0.00043946586
687,Cells.Cells_Neighbors_NumberOfNeighbors_Adjacent,0.00043636677
17,Cytoplasm.Cytoplasm_Intensity_MADIntensity_RNA,0.00043581982
348,Nuclei.Nuclei_Intensity_MassDisplacement_Mito,0.00043421876
626,Nuclei.Nuclei_Intensity_UpperQuartileIntensity_DNA,0.00043415642
34,Cytoplasm.Cytoplasm_Correlation_RWC_Mito_DNA,0.0004337483
386,Nuclei.Nuclei_Granularity_11_AGP,0.0004336277
709,Nuclei.Nuclei_Granularity_3_Mito,0.00043230297
197,Cells.Cells_RadialDistribution_FracAtD_DNA_1of4,0.00043070712
1189,Cells.Cells_Correlation_K_ER_AGP,0.00043020988
820,Cells.Cells_Correlation_RWC_Brightfield_AGP,0.0004301587
776,Cytoplasm.Cytoplasm_AreaShape_Zernike_2_2,0.000427572
292,Nuclei.Nuclei_RadialDistribution_MeanFrac_AGP_3of4,0.00042737348
785,Nuclei.Nuclei_Granularity_3_AGP,0.00042699696
366,Cytoplasm.Cytoplasm_Granularity_1_AGP,0.0004267531
26,Cytoplasm.Cytoplasm_AreaShape_Zernike_6_4,0.0004258938
72,Cytoplasm.Cytoplasm_Intensity_UpperQuartileIntensity_DNA,0.00042470024
967,Cells.Cells_Correlation_Manders_AGP_ER,0.00042432465
628,Cytoplasm.Cytoplasm_RadialDistribution_MeanFrac_RNA_2of4,0.00042319475
382,Nuclei.Nuclei_Granularity_10_RNA,0.00042238898
788,Cytoplasm.Cytoplasm_Intensity_StdIntensityEdge_DNA,0.0004215069
509,Nuclei.Nuclei_RadialDistribution_FracAtD_DNA_2of4,0.00042070396
14,Cells.Cells_Correlation_K_DNA_Mito,0.0004194287
566,Cytoplasm.Cytoplasm_AreaShape_Zernike_6_6,0.00041866777
257,Nuclei.Nuclei_Intensity_MaxIntensity_ER,0.00041800586
